Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_10688,"Pagi hari memetik bunga,",Bunga mawar bunga kasturi;,"Jaga diri jagalah nyawa,",Perkara buruk harus hindari.
Pantun_10689,"Pagi hari memetik bunga,",Bunga mawar bunga kasturi;,"Berkasih sayang hidup bekeluarga,",Hormat hormati amalan berdikari.
Pantun_10690,"Pagi hari memetik bunga,",Bunga mawar bunga kasturi;,"Kasih sayang sangat berharga,",Pupuk lah ia setiap hari.
Pantun_10691,"Pagi hari memetik bunga,",Bunga mawar bunga kasturi;,"Kasih lestari tidak terhingga,",Indah dan segar bahagia diri.
Pantun_10692,"Pagi hari memetik bunga,",Bunga mawar bunga kasturi;,"Hatiku sedang berbunga-bunga,",Menunggu buah hati akan kembali.
Pantun_10693,"Pergi berkelah di hujung minggu,",Sambil menjala si ikan sepat;,"Curahan kasihmu ayah dan ibuku,",Ku julang sepanjang hayat.
Pantun_10694,"Sarang tumpangan burung merpati,",Selasih ada ditepi sawah;,"Sekarang Kekanda baru mengerti,",Kasih Adinda sudah berubah.
Pantun_10695,"Dari Melaka pergi ke Pahang,",Singgah di Johor beli berangan;,Kami mengucap selamat datang,Apa yang kurang dikeji jangan.
Pantun_10696,"Makan sirih berpinang tidak,",Di makan oleh puteri jauhari;,"Walau kaseh berbalas tidak,",Pada mu lah juga tertambat hati.
Pantun_10697,"Bunga tanjung putih berseri,",Kembang jelita harum baunya;,"Gagah sungguh pohonmu berdiri,",Tegap rimbun gagah perkasa.
Pantun_10698,"Mengharap sinar menelan kabus,",Ubat jiwa penawar luka;,"Dapatkah hati ini menebus,",Dosa insan sejenis hamba.
Pantun_10699,"Kusangka aur di pinggir tebing,",Kiranya tebu di pinggir bibir;,"Kusangka jujur pancaran batin,",Rupanya palsu penghias zahir.
Pantun_10700,"Turun ke sawah menanam padi,",Hendak dijual ke pekan lama;,"Jangan selalu menanggung budi,",Keraplah kali jadi bencana.
Pantun_10701,"Tanya sama pokok,",Apa sebab goyang.,"Nanti jawab pokok,",Angin yang goncang.
Pantun_10702,"Sopan santun anak melayu,",Senyum terukir bila disapa;,"Dalam pantun ku kirim rindu,",Rindu mengalir didalam kata.
Pantun_10703,"Lama sudah tidak ke ladang,",Habislah padi dililit kangkong;,"Lama sudah tidak kupandang,",Hati meragu si dengan jantung.
Pantun_10704,"Kain buruk jatuh ke papan,",Patah galah dahan meranti;,"Biar pun buruk wajah mu tuan,",Asalkan pandai mengambil hati.
Pantun_10705,"Harum baumu si bungalah tanjung,",Harumnya sampai melintasi gunung;,"Tuan kuharap umpamakan payung,",Hujan dan panas tempat berlindung.
Pantun_10706,Selat teduh lautan tenang,Banyak labuh perahu Aceh,Jangan kesal jangan kenang,Walau hati rasa pedih mengapa bersedih
Pantun_10707,"Sirih dikapur berserta pinang,",Untuklah makanan bujang kelana;,"Orang tak ada jangan dikenang,",Betalah datang membawa bahagia.
Pantun_10708,"Anak Cina menjual tahu,",Tahu dijual bertempat-tempat;,"Kalau cik adik ingin nak tahu,",Itulah dia renung makrifat.
Pantun_10709,"Sepetang di pinggir bukit,",Anak dagang di perantauan;,"Terkenang adik bukan, bukannya sedikit,",Nasi terhidang tidak tertelan.
Pantun_10710,"Ku kira hati jiwa Nurani,",Suci seindah wajah terbayang;,"Ku kira puji seikhlas budi,",Ku lupa lidah tidak bertulang.
Pantun_10711,"Ku sangka aur di pingir tebing,",Kiranya tebu di pinggir bibir;,"Ku sangka jujur pancaran batin,",Rupanya palsu penghias zahir.
Pantun_10712,"Anak punai anak merbah,",Terbang turun buat sarang;,"Anak sungai pun berubah,",Inikan pula hati orang mengapa di kenang.
Pantun_10713,"Harum jelita si bunga suci,",Idaman dara gadis rupawan;,"Sangat sombong nya bunga menari,",Melenggang lengguk di hujung dahan.
Pantun_10714,"Burung merpati terbang seribu,",Hinggap seekor di tengah laman;,"Hendak mati di hujung kuku,",Hendak berkubur di tapak tangan.
Pantun_10715,"Apalah guna ke bendang,",Padi seberang takkan menjadi;,"Apalah diharap sayang,","Kasihnya orang, orang tak sudi."
Pantun_10716,"Kalau pergi Kuala Kubu,",Tulis nama atas batu;,"Saban hari ku menanti waktu,",Pulanglah segera kepada ku.
Pantun_10717,"Diriku insan biasa,",Wajah tampan aku tak punya;,"Harta juga aku tiada,",Cuma lah aku menyintai sepenuh jiwa.
Pantun_10718,Tenang-tenang air di laut;,Hai sampan kolek mudik ke tanjung:,"Hati terkenang mulut menyebut,",Budi yang baik saya nak junjung.
Pantun_10719,"Cindailah mana tidak berkias,",Jalinnya lagu rentak beribu;,"Bagailah mana hendak berhias,",Cermin ku retak seribu.
Pantun_10720,"Tanam pinang rapatlah rapat,",Biar senang puyuh berlari;,"Kalau kupinang pinang tak dapat,",Kupujuk-pujuk kubawak lari.
Pantun_10721,"Dari Melaka ke Pahang,",Singgah di Johor beli berangan;,"Kami mengucap selamat datang,",Apa yang kurang dicaci jangan.
Pantun_10722,"Gugur bunga kembang bermadu,",Hilang seri wajah jelita;,"Pada siapa hendak mengadu,",Kekasih hati jauh dimata.
Pantun_10723,"Kalau tuan mudik kehulu,",Carikan saya bunga kemboja;,"Kalau tuan mati dahulu,",Nanti saya di pintu syurga.
Pantun_10724,"Nyiur gading puncak mahligai,",Buat ketupat berisi inti;,"Hancur daging tulang berkecai,",Kasih sayang sampai ke mati.
Pantun_10725,"Jangan tergoda bintang di awan,",Kalau terbit nya disiang hari;,"Jinak merpati makan ditangan,",Jangan dikurung disangkar hati.
Pantun_10726,"Anak nelayan naik perahu,",Sedang berdayung hujan gerimis;,"Hancur hati orang tak tahu,",Mulut tertawa hati menangis.
Pantun_10727,"Berenang renang di muara,",Hati hati dilambung ombak;,"Dah berzaman asyik bercinta,",Entahkan jadi entahkan tidak.
Pantun_10728,"Pohon selasih cabang kebendang,",Bunga berangan berputik dirawa;,"Radio klasik sering berkumandang,",Membuat kenangan mengusik jiwa.
Pantun_10729,"Sambil berdoa kepada Tuhan,",Mentari bersinar diwaktu pagi;,"Seribu langkah tetap bertahan,",Demi Kesihatan tak berbelah bagi.
Pantun_10730,"Hari Jumaat seminggu sekali,",Jangan lupa solat Jumaat;,"Sihatkan diri setiap hari,",Diri sihat keluarga manfaat.
Pantun_10731,"Perah Nyior santan mewangi,",Kuntum bunga sikembang pagi;,"Cerah bebenor sinaran mentari,",Assalammualaikum semua selamat pagi.
Pantun_10732,"Tengok bunga mekar di taman,",Tunggu mentari meninggi hari;,"Mulut ternganga udara nyaman,",Waktu pagi bersenam berlari.
Pantun_10733,"Ombak bertalu memukul pantai,",Indah nya suasana dikala senja;,"Kenapa tuan perlu bersantai,",Jendela dirumah masih terbuka.
Pantun_10734,"Pergi ke kedai di waktu pagi,",Kedai terletak di hujung kampung;,"Bila dah tua hilang gigi,",Bila nak cakap mulut melopong.
Pantun_10735,"Jatuh terjerumus ke dalam lumpur,",Membawa jamu di dalam gayung;,"Bertungkus lumus memasak di dapur,",Ramai tetamu datang berkunjung.
Pantun_10736,"Warna merah sibiji saga,",Tumbuh subur hujung halaman;,"Selesai dulu urusan keluarga,",Kekebun kita melihat tanaman.
Pantun_10737,"Tanah sebidang dibahagi enam,",Tanah Tok Penghulu dari Kemasik;,"Sebelum ke ladang bercucuk tanam,",Berpantun dahulu di Radio Klasik.
Pantun_10738,"Jalan jalan cari makan,",Singgah sebentar ditepi tasik;,"Jom kita bersarapan,",Sambil layan sajian klasik.
Pantun_10739,"Udang sama udang,",Kepah juga di tepi pantai;,"Bujang sama bujang,",Hari minggu kita bersantai.
Pantun_10740,"Kaki kebas lenguh di tangan,",Jalan terketar melangkahi papan;,"Sambil menebas merumput di laman,",Berhenti sebentar menyantuni sarapan.
Pantun_10741,"Mawar, kenanga, kekwa, kiambang,",Mata memerhati bersalut khayalan;,"Merenung bunga mekar berkembang,",Sambil menikmati burung bersiulan.
Pantun_10742,"Ambil air dari perigi,",Minum kopi besarapan kentang;,"Inginku ucap Selamat pagi,",Semoga hari cerah sampai kepetang.
Pantun_10743,"Di dalam telaga bunga teratai,",Dibuang ke tasik tumbuh subur;,"Bersama keluarga berehat santai,",Radio Klasik berkumandang menghibur.
Pantun_10744,"Berjalan-jalan ditepian tasik,",Amat nyaman tetapi sepi;,"Santai mendengar sajian klasik,",Sambil melayan secawan kopi.
Pantun_10745,"Di atas meja tersedia bubur,",Pergi ke tasik buat bekalan;,"Kami bekerja sambil berhibur,",Radio Klasik menjadi pilihan.
Pantun_10746,"Jalan Jalan di kotaraya,",Ramai peniaga disini sana;,"Santai pagi minum bersama,",Radio klasik jangan dilupa.
Pantun_10747,"Pergi ke hilir melihat sampan,",Sampan diikat ditepi tasik;,"Moh kawan-kawan kita sarapan,",Sambil mendengar Radio Klasik.
Pantun_10748,"Udang siput ketam dan kupang,",Bawa balik bersama umpan;,"Orang pencen waktunya lapang,",Membelai tanaman selepas sarapan.
Pantun_10749,"Cantik mekar bunga teratai,",Mekar kelompok dihujung taman;,"Sambil mengemas sambil santai,",Radio Klasik setia meneman.
Pantun_10750,"Berakit rakit menuju ke seberang,",Bawa bersama jala dan joran;,"Seawal pagi hingga ke petang,",Tugas mengawal rutin harian.
Pantun_10751,"Buah kelapa atas beranda,",Masak sebiji gulai ikan;,"Selalu berniaga rehatkan minda,",Seminggu sekali jom ke pekan.
Pantun_10752,"Anak kerbau mati tertambat,",Anak itik tertelan kentang;,"Selamat pagi wahai sahabat,",Semoga ceria hingga ke petang.
Pantun_10753,"Di hujung desa petai bersusun,",Singgah berhenti bertanya lagi;,"Hari Selasa santai di dusun,",Sambil nikmati serinya pagi.
Pantun_10754,"Rimbun kelisa rebah diruntun,",Buah keranji letak di para;,"Budi bahasa sopan dan santun,",Tingkah terpuji menyerlah aura.
Pantun_10755,"Sedap sungguh kuih talam,",Rambut ikal di pintal-pintal;,"Hari ini kak Ana ke Shah Alam,",Ziarah kak Aya di hospital.
Pantun_10756,"Ayam masak santan berlada,",Beri sedikit pada besan;,"Bangun pagi air tiada,",Tergendala habis segala urusan.
Pantun_10757,"Daun keladi tumbuh kemetot,",Buat sayuran gulai ikan;,"Bangun pagi meregang otot,",Ubat jangan lupa dimakan.
Pantun_10758,"Mengelilingi tasik gadis bertiga,",Tersenyum melerek rapat bergandingan;,"Radio Klasik teman berniaga,",Menjadi penarik mengganda keuntungan.
Pantun_10759,"Dari pagi ke senja,",Dari bulan ke tahun;,"Daripada duduk-duduk sahaja,",Baik kita pergi ke kebun.
Pantun_10760,"Bakor setanggi hidupkan api,",Kukor nyior buat kerisik;,"Sarapan pagi se cangkir kopi,",Sambil mendengor Radio Klasik.
Pantun_10761,"Ramai berpesta di sana sini,",Riuh rendah di tengah laman;,"Ke pekan selasa di pagi ini,",Untuk membeli ulam-ulaman.
Pantun_10762,"Tenang tenang air di paya,",Rumpun keladi tumbuh di tepian;,"Saban hari menghadapi kerjaya,",Kerana ia sebahagian penghidupan.
Pantun_10763,"Anak imam bapa pun imam,",Rumah berpagar ditepi tasik;,"Nak demam tak jadi demam,",Bila mendengar Radio Klasik.
Pantun_10764,"Pergi ke Ipoh membeli papan,",Berhenti diUlu Yam rehatkan diri;,Pagi2 jom kita sarapan.,"Capati, kari ayam buatan sendiri."
Pantun_10765,"Basuh baju tepi telaga,",Air disimpan dalam tempayan;,"Berniaga niaga juga,","Radio klasik, tetap dilayan."
Pantun_10766,"Minum pagi secawan kopi,",Hidang pula nasi lemak;,"Apa khabar kawan sejati,",Sayang tak luak kasih melimpah ruak.
Pantun_10767,"Haram tanaman pokok popi,",Jangan di tanam tepi halaman;,"Cuti berehat minum kopi,",Radio Klasik jadi peneman.
Pantun_10768,"Surung papan tarik papan,",Hedak dibawa ditepi taman;,"Ditepi meja menjamah sarapan,",Radio klasik jadi peneman.
Pantun_10769,"Cili ditanam tinggi se inci,",Membeli papan diPekan Sik;,"Setelah bersenam Dan bertaici,",Kita sarapan berteman Radio Klasik.
Pantun_10770,"Nyior dikukor menggulai kari,",Hendak menjamu Encik Zaki;,"Mengagah tekukor di pagi hari,",Kucing menggesel di celah kaki.
Pantun_10771,"Dari Chini tuju Mempaga,",Rehat di taman di tepi tasik;,"Hari ini cuti niaga,",Santai berteman Sajian Klasik.
Pantun_10772,"Meriah malam pengantin berinai,",Berarak dengan menaiki rakit;,"Tak kurang baiknya anai-anai,",Sikit-sikit lama-lama jadi bukit.
Pantun_10773,"Pak Ali pergi menjaja,",Menjual kuih pau sekaya;,"Contohi semut membuat kerja,",Walaupun lambat akhirnya berjaya.
Pantun_10774,"Seperti kelekatu masuk ke api,",Tiada tahu mati akhirnya;,"Ibarat asmaradana cinta diimpi,",Tiada menghirau akan padahnya.
Pantun_10775,"Jangan kedekut berbuat pahala,",Tanpa pahala akhirat tersiksa;,"Mati semut kerana gula,",Mati manusia kerana kuasa.
Pantun_10776,"Kelihatan bukit di sebalik awan,",Cuaca cerah berolah raga;,"Pepijat mengigit keseluruh badan,",Kebersihan rumah harus di jaga.
Pantun_10777,"Mencari rotan rimba di lembah,",Lebah bersarang di pokok Talang;,"Bagai meminang anak labah labah,",Tiada sepadan bukan kepalang.
Pantun_10778,"Orang mengamuk kerana bertengkar,",Habis barang semua dihumban;,"Marahkan nyamuk kelambu dibakar,",Marahkan manusia silaturrahim diputuskan.
Pantun_10779,"Sekawan lebah menjadi musuh,",Sedang madunya ubat berharga;,"Kita berkawan jngan bermusuh,",Setiap tutur harus dijaga.
Pantun_10780,"Pohon jambu banyak kerengga,",Buah mempelam juga kiwi;,"Mewah dan kaya jangan dibangga,",Sekadar sandaran hidup duniawi.
Pantun_10781,"Hinggap kumbang dekat pelita,",Tunggul buruk sarangnya kelulut;,"Enak membawang menyampai berita ,",Pandai pandailah menjaga mulut.
Pantun_10782,"Sebatang sungai deras airnya,",Semut meniti diatas dahan;,"Baik budi tinggi pekertinya,",Usaha itu tangga kejayaan.
Pantun_10783,"Si anak dara sinis mengadu,",Tangkap di kamar lipan berbisa;,"Lunak bicara manis bermadu,",Jerangkap samar mengumpan mangsa
Pantun_10784,"Hinggap merbah di pohon mengkudu,",Melepas lelah sambil berehat;,"Mulut lebah membawa madu,",Bontotnya pula membawa sengat.
Pantun_10785,"Hendak sihat makanlah madu,",Sakitnya disengat serangga lebah;,"Nak tahu bagaimana hebatnya bermadu,",Cuba dibawa pulang ke rumah.
Pantun_10786,"Burung kelicap menghisap madu,",Kelicap mengelak diganggu merbah;,"Apa digeruni jika bermadu,",Kalau dah retak menantinya belah.
Pantun_10787,"Semut kerengga bersarang rendah,",Semut merah mati diracuni;,"Hebat khasiat si madu lebah,",Hidup bermadu memang digeruni.
Pantun_10788,"Anai-anai membina busut,",Memakan kayu sehingga rongga;,Rusuh teramat kepala kusut;,Berhati sayu duduk di tangga.
Pantun_10789,"Orang tak betul dikatakan gila,",Tiada terurus badan kelesa;,"Matinya semut dik kerana gula,",Matinya manusia dah sampai masa.
Pantun_10790,"Tepi perigi sarang tebuan,",Di pokok beruas menghadap mentari;,"Hebat dan tinggi kasihmu tuan,",Tiada terbalas jasa yang diberi.
Pantun_10791,"Lebah bukan sebarang lebah,",Lebah bersarang dipohon tualang;,"Kasih sejati takkan berubah,",Biar apa pun datang menghalang.
Pantun_10792,"Pintu dibuka si anak gadis,",Ternampak peti berisi jala;,"Semut suka makanan yang manis,",Akhirnya mati kerana gula.
Pantun_10793,"Belalang kunyit terbang di padang,",Melompat-lompat jika ditangkap;,"Hidupan serangga cantik dipandang,",Indahnya alam menjadi pelengkap.
Pantun_10794,"Merayap kerengga di tanah rata,",Lelabah bersarang di celah batu;,"Usah curiga dalam bercinta,",Dulu sekarang hanya kau satu.
Pantun_10795,"Intung api hendak memanggang,",Hendak memanggang siburung kedidi;,"Jangan seperti serangga pianggang,",Baunya busuk merosakkan padi.
Pantun_10796,"Pergi ke bendang jalan bersama,",Membawa bakul berisi kuini;,"Cantik warnamu si rama rama,",Terbang berkawan ke sana sini.
Pantun_10797,"Encik Yaakob membeli lada,",Di bandar Labuan tiada cencalok;,"Kalau tak cukup ilmu didada,",Sarang tebuan jangan dijolok.
Pantun_10798,"Si rama-rama warnanya cantik,",Terbang hinggap di sarang merpati;,"Bunga di taman sudah di petik,",Menjadi hiasan di mahligai nanti.
Pantun_10799,"Masuk ke hutan banyak semut,",Dalam gua membuat sarang;,"Budi yg baik disanjung disebut,",Itulah resam menjadi orang.
Pantun_10800,"Burung merbah terbang ke seberang,",Sayu hatinya membawa diri;,"Penat lebah membuat sarang,",Habis madunya orang dah curi.
Pantun_10801,"Bawa bekal di dalam raga,",Sambil bawa atas rakit;,"Sekawan lebah sangat berharga,",Kawanan lalat pula bawa penyakit.
Pantun_10802,"Majlis berinai penuh sesak,",Di rumah di tanah orang bersorakan;,"Anai-anai makhlok perosak,",Mesti dimusnah mesti dihapuskan.
Pantun_10803,"Tepi permatang pepohon mengkudu,",Bertiup bayu di pagi hari;,"Kumbang datang menghisap madu,",Bunga layu tidak berseri.
Pantun_10804,"Mawar merah di datangi kumbang,",Kumbang cantik hiasi taman;,"Janganlah anda asyik bersembang,",Lalu tegurlah jiran setaman.
Pantun_10805,"Bakar colok di tengah halaman,",Telor di sangkak jatuh ke tanah;,"Jangan dijolok sarangnya tebuan,",Lain membengkak lain yang menanah.
Pantun_10806,"Belalang makan di tepi tasik,",Terbang pepatung keliling desa;,"Bersama meriahkan Pantun D’Klasik,",Martabatkan pantun budaya bangsa.
Pantun_10807,"Sungguh jauhnya kampung terpencil,",Tempat berkelah ramai pengunjungnya;,"Lipas hanya makhlok yang kecil,",Ramai pulalah yang takutkannya.
Pantun_10808,"Bersarapan memakan roti canai,",Masakan mamak di kedai seberang;,"Kecil-kecil badan si anai-anai,",Tiang yang tegak boleh tumbang.
Pantun_10809,"Bunga kantan lembah anai-anai,",Di pinggir kolam pohonnya rendah;,"Mahalnya intan sudah dicanai,",Gua yang kelam sanggup diredah.
Pantun_10810,"Terbang sendirian si burung punai,",Membawa diri mencari sangkar;,"Jangan kerana marahkan anai-anai,",Sebuah rumah habis dibakar.
Pantun_10811,"Hinggap pepatung di dahan sekah,",mata beria kelihatan semut;,"jangan dihitung banyak sedekah,",kelak sia-sia bagaikan lumut.
Pantun_10812,"Lantai berlumut jalan perlahan,",Pakai sepatu kain diangkat;,"Laksana semut dalam kumpulan,",Saling bersatu sama sepakat.
Pantun_10813,"Gunung Berlumut didaki dilawati,",Banjarannya teguh walau dah lama;,"Resmi semut eloklah diikuti,",Rajin sungguh bekerjasama.
Pantun_10814,"Sekawan lebah membuat sarang,",Pokok tinggi sarang dibuat;,"Biar diri serba berkurang,",Amal ibadat imannya kuat.
Pantun_10815,"Syair digubah oleh pujangga,",Bahasa terjaga sungguh mengasyikkan;,"Madu lebah menambahkan tenaga,",Madu tiga eloklah dielakkan.
Pantun_10816,"Terbang rerama indah dilihat,",Berwarna warni cantik rupanya;,"Iman dan ibadat perlu dipahat,",Bila upahnya jangan ditanya.
Pantun_10817,"Pergi ke hutan tebang meranti,",Membuak busa kayunya tumpat;,"Bagai gigitan si semut api,",Demikian bisa lidah pengumpat.
Pantun_10818,"Semut melata penuh di bohor,",Terbang sekawan lebah berbisa;,"Radio klasik pernghibur tersohor,",Halwa telinga sepanjang masa.
Pantun_10819,"Sambil bertugas mulut menyanyi,",Waktu pagi hatinya riang;,"Cengkerik unggas riuh berbunyi,",Ditambah lagi suara reriang.
Pantun_10820,"Cuaca sejuk tidur berselimut,",Waktu subuh azan bergema;,"Mari ikut rasmi semut,",Tolong menolong bekerjasama.
Pantun_10821,"Singgah sebentar di kedai Ah Huan,",Singgah membeli rempah kari;,"Jangan di jolok sarang tebuan,",Tak menang kaki berlari.
Pantun_10822,"Kelip-kelip sikunang kunang,",Menghiasi di malam hari;,"Orang jauh jangan dikenang,",Kelak merana lah diri.
Pantun_10823,"Turun sawah berbaju lusuh,",Bawa bekal di dalam raga;,"Nak berbakti tak payah disuruh,",Dapat pahala dibawa ke syurga.
Pantun_10824,"Banyak kerengga di pohon mempelam,",Dari dahan merayap ke tepi kolam;,"Bila bersua ucap lah salam,",Eratkan silaturahim sesama islam.
Pantun_10825,"Bunga digubah majlis bertunang,",Majlis di desa ramai yang datang;,"Pintar lelabah menyirat benang,",Perangkap mangsa sarang direntang.
Pantun_10826,"Membeli akhbar di pekan Lumut,",Labu sayong dibawa ke daik;,"Jadikan iktibar hebatnya semut,",Bergotong royong muafakat terbaik.
Pantun_10827,"Rasa melekit madu kelulut,",Kelulut hitam tapi berbisa;,"Penyakit datang dari mulut,",Kerana mulut badan binasa.
Pantun_10828,"Terbang tinggi si burung punai,",Mati seekor tersangkut pukat;,"Ikutlah rasmi si anai anai,",Biar kecil hidup muafakat.
Pantun_10829,"Suara merdu burung terkukur,",Di dahan ara berkicau ria;,"Malaysia maju aman dan makmur,",Rakyat sejahtera hidup bahagia.
Pantun_10830,"Waktu senja membakar sampah,",Sampah dibakar di perdu peria;,"Walaupun kecil serangga lebah,",Tetap berbakti kepada manusia.
Pantun_10831,"Hujan lebat air bah,",Habis tenggelam perigi telaga;,"Ikutilah contoh semut dan lebah,",Berusaha bersama menyara keluarga.
Pantun_10832,"Terbang kumbang mencari madu,",Singgah di bunga mentari terik;,"Kepada Allah tempat mengadu,",Jauhi daripada perbuatan syirik.
Pantun_10833,"Turun ke sawah berbaju lusuh,",Bawa bekal di dalam raga;,"Sekawan lebah menjadi musuh,",Sedangkan madunya ubat berharga.
Pantun_10834,Ikan haruan di bawah jerami;,Adik mengejar jalan bertuntun:,"Minta bantuan tolonglah kami,",Menunjuk ajar mengarang pantun.
Pantun_10835,Sawah nan luas menguning padi;,Tidak dijaga musuh menyerang:,"Sudah puas kutabur budi,",Harta juga dipandang orang.
Pantun_10836,"Di Tanjung Karang pasirnya putih,",Tiada pohon buat berlindung;,"Jangan meradang jangan merintih,",Kepada tuhan kita berpayung.
Pantun_10837,"Sudah terlepas burung kedidi,",Di pangkal kuini tersepit kepala;,"Minggu lepas menuai padi,",Minggu ini mengemping pula.
Pantun_10838,"Duduk termenung di tepi bendang,",Rindu padanya tiada terkira;,"Ku hiburkan hati sambil berdendang,",Mengilangkan segala duka dan lara.
Pantun_10839,"Banyak saya menabur padi,",Padi habis dimakan memerang;,"Banyak saya menabur budi,",Budi tidak dikenang orang.
Pantun_10840,"Leka memandang si baju belang,","Di pagi hari duduk di tangga,","Ke sawah bendang membanting tulang,",Rezeki dicari buat keluarga.
Pantun_10841,"Pohon padi berbuah lebat,",Padi malinja masak sekata;,"Pantun D’Klasik bersama martabat,",Warisan bangsa budaya kita.
Pantun_10842,"Membeli kain berkodi-kodi,",Selepas makan diangkut pulang;,"Seronok bermain di sawah padi,",Menangkap ikan puyu sembilang.
Pantun_10843,"Tanam padi tumbuh lalang,",Gunung daik bercabang tiga;,"Jangan terlupa jalan pulang,",Sudah berkelana kembali juga.
Pantun_10844,"Tinggi rendah padi malinja,",Buahnya padat batang dikerat;,"Umur sudah semakin senja,",Buat ibadat bekalan akhirat.
Pantun_10845,"Kalau tuan pergi ke bentong,",Kirimkan saya asam sebalang;,"Kalau sudah tidak beruntong,",Padi sebendang tumbuh lalang.
Pantun_10846,"Pagi hari pergi kebendang,",Kaki tercucuk duri semalu;,"Bagaimana hendak berdendang,",Sedang lagu sumbang selalu.
Pantun_10847,"Tinggi tinggi terbang helang,",Jauh diawan nampak berbalam;,"Ku tanam padi tumbuh nya lalang,",Ngeri sungguh mimpi semalam.
Pantun_10848,"Hijau pandangan di sawah padi,",Senja menjelma beburung pulang;,"Kalau hidup selalu berbudi,",Nama disebut berulang ulang.
Pantun_10849,"Sawah padi terbentang luas,",Ikan sepat dibawah titi;,"Budi tuan tidak terbalas,",Moga tuan sentiasa dirahmati.
Pantun_10850,"Kunang-kunang terbang di laman,",Dari malam tadi banyak yang datang;,"Asyik terkenang kampung halaman,",Sawah padi yang luas terbentang.
Pantun_10851,"Tanah pamah curam ke bawah,",Tempat melastik itik angsa;,"Di depan rumah di belakang sawah,",Sungguh cantik pemandangan desa.
Pantun_10852,"Padi menguning habis di tuai,",Kumpul jerami lalu di bakar;,"Terasa hati di buai buai,",Kenangan lalu indah terlakar.
Pantun_10853,"Tanah pamah curam ke bawah,",Tempat melastik itik angsa;,"Di depan rumah di belakang sawah,",Sungguh cantik pemandangan desa.
Pantun_10854,"Padi menguning habis di tuai,",Kumpul jerami lalu di bakar;,"Terasa hati di buai buai,",Kenangan lalu indah terlakar.
Pantun_10855,"Nasi kawah tambahkan sedikit,",Sungguh enaknya orang menjamu;,"Tuan di sawah saya di bukit,",Di mana agaknya hendak bertemu
Pantun_10856,"Tanam padi tumbuh lalang,",Gunung daik betcabang tigs;,"Jangan berharap budi dikenang,",Bila berjasa akan dikenang juga.
Pantun_10857,"Di tepi sawah padi ditampi,",Padi ditampi di dalam dulang;,"Orang tak sudi teman ke tepi,",Dik sedar diri kita menumpang.
Pantun_10858,"Sawah padi kuninglah-emas,",Padi masak tangkai terjatuh;,"Wabak terjadi janganlah cemas,",Jangan bersesak sentuh-bersentuh.
Pantun_10859,"Indah sungguh negeri Kedah,",Ada banjaran juga bendang;,"Hidup usah terlalu megah,",Nanti buruk dikenang orang.
Pantun_10860,"Sudah lama tidak ke bendang,",Menyusuri titi melintasi kolam;,"Sudah lama tidak kupandang,",Rindu di hati semakin mendalam.
Pantun_10861,"Apa diharap pada jerami,",Habis padi jerami dibuang;,"Apa diharap kepada kami,",Muka buruk budi kurang.
Pantun_10862,"Buah berembang dipatuk kedidi,",Akak Tini ceria dititi;,"Usah dibimbang orang tak sudi,",Saya disini sedia menanti.
Pantun_10863,"Indah menguning padi malinja,",Tentu tak sama sipadi bukit;,"Buruk orang jangan dijaja,",Buruk kita pun bukan sedikit.
Pantun_10864,"Terbentang luas sawah padi,",Padi huma padi meranti;,"Kalau sudi katakan sudi,",Tidak hamba ternanti nanti.
Pantun_10865,"Dari Sekinchan ke Tg Karang,",Saujana pandangan sawah padi;,"Andainya rupa tiada yang pandang,",Serlahkan diri amalan berbudi.
Pantun_10866,"Ke rembulan rendah pungguk memandang,",Hatinya mengimbau godaan angau;,"Sungguh indah pemandangan di bendang,",Sekawan kerbau bertemankan bangau.
Pantun_10867,"Indahnya purnama menyinari desa,",Di pohon cemperai pungguk memandang;,"Setelah lama memendam rasa,",Cinta terburai di sawah bendang.
Pantun_10868,"Apa di tuai si padi huma,",Nasi ditanak retak belanga;,"Lena dibuai berkasih mesra,",Hati bertauk berbunga-bunga.
Pantun_10869,"Indahnya irama lagu cinta,",Bagaikan menjadi ikrar sumpah;,"Biar pun lama hidup di kota,",Ke sawah padi kasihku tertumpah.
Pantun_10870,"Kalau tuan turun kesawah,",Pakai baju biar selesa;,"Kalau berkelah tepi sawah,",Nasi sepinggan tidak terasa.
Pantun_10871,"Luas hamparan padi sendiri,",Cantik menguning dihujung laman;,"Biarlah ku bawa diri,",Jika tiada yang sudi berteman.
Pantun_10872,"Padi secupak tuai dihulu,",Tanam selasih ditengah laman;,"Dari sejak semula dahulu,",Menanggung rindu tidak tertahan.
Pantun_10873,"Waktu petang selepas asar,",Burung kedidi di atas kaldai;,"Jemputlah datang ke Sungai Besar,",Melihat padi sedang dituai.
Pantun_10874,"Meraut lidi tepian jebak,",Bawa muatan bersama teman;,"Selaut budi harum semerbak,",Jadi ingatan sepanjang zaman.
Pantun_10875,"Gadis manis menampi padi,",Padi ditampi di pinggir anjung;,"Puas sudah kutabur budi,",Emas ringgit juga disanjung.
Pantun_10876,"Ada bendang di tanah rendah,",Di tengah bendang dibuat titi;,"Sayang kasi layulah sudah,",Di mana lagi kucari ganti.
